,sistema_costeiro,bioma,area,populacao,temp_media,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,n_pertence,caatinga_mata_atlantica,713.789,73092,32.00,4731.48,5094.80,5455.57,6112.48,6789.77,6987.61,7239.13,8163.40,8773.47,9080.40,9234.55,9388.70,9542.85,9697.00,9851.16
,n_pertence,cerrado,702.504,26369,32.00,503.59,570.44,631.51,682.94,769.95,810.13,871.02,969.58,1039.83,1066.72,1097.19,1127.67,1158.14,1188.61,1219.09
,n_pertence,mata_atlantica,426.955,3619,32.00,14702.98,14697.10,15784.53,17713.67,19332.67,20191.08,21154.68,23488.61,24319.62,24632.04,25492.46,26352.89,27213.31,28073.74,28934.16
,n_pertence,caatinga,716.261,55222,32.00,771.91,835.39,947.51,1137.18,1387.91,1577.45,1707.60,1877.20,2107.77,2236.95,2403.05,2569.16,2735.27,2901.38,3067.49
,n_pertence,caatinga,566.974,9303,32.00,2488.12,2597.05,2786.03,3147.57,3709.23,3904.13,4154.72,4523.52,4822.64,5078.27,5343.65,5609.03,5874.41,6139.79,6405.18
,n_pertence,caatinga,3005.319,17293,32.00,1192.51,1318.04,1511.35,1759.69,2051.06,2204.15,2346.39,2804.83,3079.82,3308.57,3455.93,3603.29,3750.65,3898.01,4045.37
,n_pertence,caatinga,819.969,11221,32.00,5572.96,5906.81,6476.92,7231.52,8130.87,8562.72,8906.31,9921.85,10627.45,10927.49,11519.24,12110.99,12702.74,13294.49,13886.24
,n_pertence,caatinga,168.330,32636,32.00,3278.88,3578.26,3876.88,4397.60,5042.09,5080.83,5293.45,5928.47,6270.71,6439.51,6881.85,7324.19,7766.52,8208.86,8651.20
,n_pertence,mata_atlantica,274.500,17402,32.00,5016.05,5132.08,5424.45,5926.36,6624.88,6767.32,6842.23,7342.42,8023.60,7913.54,8239.57,8565.60,8891.64,9217.67,9543.70
,n_pertence,caatinga_cerrado,10140.572,16128,32.00,2335.88,2716.06,2996.74,3462.13,4077.35,4514.04,4999.72,5410.69,5976.62,6588.77,6947.09,7305.41,7663.74,8022.06,8380.39
,n_pertence,mata_atlantica,164.798,18835,32.00,3717.48,4097.21,4533.41,5085.02,5462.38,5724.45,6019.98,6808.35,7146.65,7281.52,7516.56,7751.60,7986.64,8221.69,8456.73
,n_pertence,mata_atlantica,284.836,22933,32.00,3212.82,3314.16,3564.97,3921.97,4270.65,4456.94,4591.90,5141.59,5375.74,5520.45,5594.59,5668.73,5742.88,5817.02,5891.17
,n_pertence,caatinga,1015.252,17087,32.00,10216.50,11130.12,12165.58,13955.60,15854.29,16941.31,17297.20,19435.93,21052.42,22048.06,23444.32,24840.58,26236.84,27633.11,29029.37
,n_pertence,caatinga_mata_atlantica,114.869,67394,32.00,7002.87,7439.62,8084.55,9505.95,10373.32,11205.92,11732.83,13371.52,14399.48,14820.24,15471.74,16123.24,16774.74,17426.24,18077.73
,pertence,mata_atlantica,931.106,33631,32.00,4208.95,4405.37,4789.13,5491.75,6532.84,6933.40,7407.29,8376.85,9113.90,9252.64,9494.36,9736.09,9977.82,10219.54,10461.27
,n_pertence,caatinga_cerrado,1348.039,26223,32.00,2603.56,2950.39,3362.20,3713.42,4192.06,4647.93,4902.13,5491.13,5855.26,6026.88,6351.56,6676.24,7000.93,7325.61,7650.29
,n_pertence,caatinga,977.455,17113,32.00,768.68,776.75,811.37,885.09,1015.60,1102.19,1192.14,1391.93,1497.97,1523.87,1584.62,1645.37,1706.12,1766.86,1827.61
,n_pertence,caatinga_mata_atlantica,378.420,4025,32.00,3963.31,4106.31,4576.21,5159.10,5744.11,6210.06,6207.20,6959.44,7591.49,7951.74,8365.08,8778.41,9191.74,9605.08,10018.41
,n_pertence,caatinga_cerrado,523.640,22391,32.00,1075.49,1143.96,1297.67,1442.25,1641.53,1804.30,1880.69,2086.32,2226.93,2311.08,2399.41,2487.74,2576.07,2664.40,2752.73
,n_pertence,caatinga_cerrado,2662.819,8667,32.00,2177.07,2462.82,2710.38,3141.56,3490.33,3734.54,4070.88,4512.12,4864.71,5158.74,5310.92,5463.10,5615.28,5767.47,5919.65
,n_pertence,caatinga,797.434,14108,32.00,1604.42,1732.86,2053.78,2446.27,2846.02,3047.90,3285.89,3728.19,4167.81,4539.39,4686.03,4832.66,4979.30,5125.94,5272.58
,n_pertence,caatinga_cerrado,11504.314,15549,32.00,4446.21,5091.70,5792.23,6779.23,7934.62,8552.35,9142.80,10317.95,11179.66,11761.30,12396.46,13031.63,13666.80,14301.96,14937.13
,n_pertence,caatinga_cerrado,4282.775,32243,32.00,1531.00,1802.09,2021.54,2272.84,2764.18,2896.10,3147.95,3619.46,3997.71,4163.07,4416.96,4670.85,4924.74,5178.63,5432.51
,n_pertence,mata_atlantica,182.585,13756,32.00,664.01,716.59,819.19,927.56,1175.68,1229.69,1253.73,1402.01,1521.75,1533.49,1572.55,1611.61,1650.67,1689.73,1728.80
,n_pertence,caatinga,636.609,5352,32.00,2728.26,3076.92,3442.14,3827.37,4486.66,4950.25,5026.68,5548.26,5931.37,6133.19,6378.47,6623.75,6869.03,7114.31,7359.59
,n_pertence,caatinga_cerrado,1052.837,21219,32.00,1753.98,1994.73,2184.72,2458.76,2885.55,3045.82,3252.08,3672.89,3917.67,4058.37,4254.19,4450.02,4645.85,4841.68,5037.51
,n_pertence,mata_atlantica,139.117,13981,32.00,15958.74,17023.00,18401.75,20480.41,22386.11,23049.04,23879.39,26770.88,28686.18,29129.80,30486.40,31843.00,33199.60,34556.20,35912.81
,n_pertence,caatinga,5950.614,63923,32.00,3897.08,4428.34,4937.94,5484.42,6334.47,6736.27,7057.00,7992.65,8443.38,9409.72,10190.86,10971.99,11753.13,12534.26,13315.40
,n_pertence,mata_atlantica,413.637,35065,32.00,1414.59,1511.05,1756.83,2025.45,2255.03,2511.42,2642.19,2908.48,3081.43,3229.22,3311.06,3392.90,3474.74,3556.58,3638.42
,pertence,mata_atlantica,183.759,10347,32.00,14610.84,18137.87,21346.18,24631.50,27188.94,27662.41,25878.80,30258.28,32804.85,33823.53,34563.25,35302.96,36042.68,36782.40,37522.11
,n_pertence,caatinga,689.516,83705,32.00,1732.86,2050.03,2213.59,2502.91,2865.78,2958.30,3013.45,3304.58,3558.63,3674.47,3814.70,3954.93,4095.17,4235.40,4375.63
,n_pertence,mata_atlantica,94.778,12281,32.00,530.16,586.36,643.83,715.43,817.31,872.57,957.09,1093.97,1183.28,1240.63,1291.25,1341.87,1392.49,1443.12,1493.74
,n_pertence,mata_atlantica,179.329,4072,32.00,1497.17,1570.62,1728.12,1903.69,2154.85,2241.95,2231.22,2408.63,2593.53,2621.64,2722.89,2824.14,2925.39,3026.64,3127.90
,n_pertence,mata_atlantica,1890.133,8129,32.00,2862.89,3037.63,3403.97,3832.94,4245.80,4678.84,4919.35,5407.84,5806.56,5852.53,5883.44,5914.35,5945.26,5976.17,6007.08
,pertence,mata_atlantica,1187.766,15914,32.00,8688.97,9130.42,9837.77,11121.41,13199.80,13237.07,13875.49,15439.81,16462.52,17055.10,17533.07,18011.04,18489.02,18966.99,19444.96
,n_pertence,caatinga,735.249,42014,32.00,1524.92,1664.30,1826.11,1940.55,2226.51,2423.70,2552.92,2786.43,2973.78,3041.18,3111.71,3182.24,3252.76,3323.29,3393.82
,pertence,mata_atlantica,1299.355,37902,32.00,6439.10,6696.83,7221.78,7808.96,8859.99,9279.49,9572.87,10554.84,11033.42,11268.95,11639.67,12010.39,12381.10,12751.82,13122.54
,n_pertence,caatinga,2025.368,61112,32.00,9151.08,9847.48,10904.82,12368.77,13782.09,15485.65,16421.74,18272.45,20082.62,21037.66,22506.32,23974.98,25443.64,26912.30,28380.96
,n_pertence,mata_atlantica,1425.970,115360,32.00,29960.25,31372.88,35111.37,37978.08,41603.05,42559.77,43999.18,49177.14,52955.34,56716.71,59890.79,63064.86,66238.94,69413.02,72587.09
,n_pertence,caatinga,364.419,17801,32.00,2131.07,2436.55,2767.67,3133.88,3712.34,4089.26,4206.55,4644.58,5084.80,5349.95,5629.20,5908.46,6187.72,6466.97,6746.23
,n_pertence,caatinga_cerrado,1176.111,5656,32.00,673.50,734.25,799.58,906.11,1077.20,1246.71,1352.27,1485.27,1609.22,1721.56,1762.03,1802.50,1842.97,1883.44,1923.90
,n_pertence,caatinga_mata_atlantica,1304.425,624107,32.00,171680.69,180654.12,197407.56,220933.96,241183.29,256672.30,268862.32,303473.95,322518.21,331626.60,343724.63,355822.66,367920.68,380018.71,392116.74
,n_pertence,caatinga,579.686,16314,32.00,2202.31,2358.92,2606.05,3006.07,3638.08,4101.08,4230.47,4844.25,5279.16,5621.52,5928.97,6236.42,6543.87,6851.32,7158.77
,n_pertence,mata_atlantica,172.353,5641,32.00,963.06,986.68,1082.29,1191.72,1403.02,1448.63,1473.98,1594.54,1636.31,1683.05,1764.47,1845.88,1927.30,2008.71,2090.13
,n_pertence,mata_atlantica,321.013,10525,32.00,1861.07,1908.29,2050.56,2239.14,2573.37,2681.27,2762.12,2997.01,3158.20,3224.16,3332.41,3440.66,3548.90,3657.15,3765.40
,n_pertence,cerrado,15634.328,26111,32.00,2750.06,3222.27,3521.08,3947.77,4641.15,5189.49,5783.20,6663.75,7196.58,7581.36,8022.26,8463.15,8904.05,9344.94,9785.84
,n_pertence,mata_atlantica,229.631,32778,32.00,6289.20,6241.75,7061.29,7965.20,8752.87,9114.66,9511.92,10434.23,11034.94,11478.11,12199.74,12921.37,13643.00,14364.63,15086.26
,n_pertence,caatinga,384.592,4417,32.00,554.25,605.32,676.43,724.29,835.16,896.11,983.46,1120.77,1207.65,1289.72,1354.15,1418.58,1483.00,1547.43,1611.86
,n_pertence,caatinga,3817.946,11284,32.00,1478.78,1614.57,1732.51,1901.74,2177.82,2441.26,2602.37,2857.44,3076.53,3095.82,3202.67,3309.52,3416.38,3523.23,3630.09
,n_pertence,caatinga,1566.609,15247,32.00,2081.77,2222.25,2423.46,2841.54,3407.30,3640.63,3859.80,4482.97,4834.15,5082.68,5299.65,5516.62,5733.59,5950.56,6167.53
,n_pertence,mata_atlantica,202.194,6852,32.00,1047.40,1061.88,1196.76,1360.03,1525.13,1602.22,1619.73,1805.96,1943.85,2075.67,2103.60,2131.53,2159.46,2187.39,2215.32
,n_pertence,mata_atlantica,106.848,20800,32.00,2866.95,3022.86,3300.94,3716.60,4251.45,4718.02,4895.01,5599.45,6093.86,6297.35,6611.26,6925.16,7239.06,7552.97,7866.87
,n_pertence,caatinga,872.867,6371,32.00,807.11,1060.31,1191.96,1396.73,1638.26,1808.50,1869.80,2007.63,2263.26,2373.01,2453.41,2533.81,2614.21,2694.61,2775.01
,n_pertence,caatinga_cerrado,1272.366,85353,32.00,18159.31,19545.58,20880.13,23397.38,25588.56,27079.77,30035.76,35535.64,39157.50,42267.68,44928.59,47589.51,50250.42,52911.33,55572.24
,n_pertence,mata_atlantica,2189.404,20565,32.00,2574.48,2806.27,3084.98,3637.96,4301.37,4511.30,4676.53,5516.08,5763.83,5966.60,6216.64,6466.69,6716.74,6966.78,7216.83
,n_pertence,caatinga,313.438,12946,32.00,1667.66,1847.44,2134.95,2472.17,2906.04,3178.34,3364.74,3779.02,4049.16,4212.94,4505.02,4797.09,5089.17,5381.24,5673.31
,n_pertence,caatinga,2342.497,23950,32.00,4650.83,4945.62,5392.18,5959.92,6855.10,7347.41,7565.09,8496.98,9202.94,9758.13,10324.83,10891.53,11458.23,12024.93,12591.63
,n_pertence,caatinga,483.274,8849,32.00,1771.33,1905.13,1988.81,2212.43,2554.53,2833.55,2947.03,3224.72,3456.42,3660.49,3707.80,3755.11,3802.41,3849.72,3897.03
,n_pertence,mata_atlantica,230.953,21083,32.00,5543.49,5707.51,6122.09,6775.90,7642.71,7727.32,7895.22,8834.17,9266.56,9431.36,9498.57,9565.77,9632.98,9700.19,9767.39
,n_pertence,caatinga,817.355,19990,32.00,2425.45,2761.24,3310.08,3784.24,4391.81,4948.47,5317.41,5838.54,6236.75,6578.49,7245.65,7912.81,8579.98,9247.14,9914.30
,n_pertence,mata_atlantica,1139.378,16262,32.00,2863.03,2976.08,3343.08,3758.22,4175.62,4457.72,4539.43,4997.26,5207.00,5262.64,5458.09,5653.54,5848.99,6044.44,6239.89
,n_pertence,caatinga,1382.008,18421,32.00,2573.98,2766.57,3012.27,3371.52,3853.94,4178.46,4374.81,4724.36,4901.09,5221.94,5385.57,5549.19,5712.82,5876.44,6040.07
,n_pertence,caatinga,954.373,14989,32.00,1391.31,1605.41,1843.64,2118.16,2677.59,3024.01,3490.03,4165.72,4533.77,4786.26,5131.65,5477.04,5822.43,6167.82,6513.21
,n_pertence,caatinga,698.245,4047,32.00,469.52,517.56,529.51,610.87,752.46,838.95,875.48,932.78,961.97,986.23,1007.97,1029.71,1051.45,1073.20,1094.94
,n_pertence,mata_atlantica,472.694,23433,32.00,2490.81,2509.99,2859.15,3504.52,4119.97,4529.23,4631.64,5142.49,5399.35,5428.47,5587.14,5745.81,5904.48,6063.16,6221.83
,n_pertence,mata_atlantica,771.098,8740,32.00,1400.08,1644.53,1949.94,2086.39,2253.78,2548.96,2673.36,2951.02,3099.81,3268.50,3233.92,3199.33,3164.75,3130.16,3095.58
,n_pertence,mata_atlantica,318.129,14476,32.00,3511.29,3597.52,3974.21,4488.07,5052.35,5545.91,5650.42,6233.48,6570.57,6730.98,7119.84,7508.70,7897.57,8286.43,8675.30
,n_pertence,caatinga,1834.002,16463,32.00,1744.87,2102.99,2312.04,2576.23,3020.60,3364.01,3698.86,4088.17,4374.66,4417.74,4581.49,4745.24,4908.99,5072.74,5236.50
,n_pertence,caatinga,573.033,17048,32.00,3025.22,3126.39,3291.57,3640.00,4122.67,4350.39,4480.35,4928.12,5204.72,5523.58,5691.63,5859.68,6027.73,6195.78,6363.83
,n_pertence,caatinga,1740.113,27076,32.00,5542.66,6179.29,6577.84,7254.04,8119.50,8505.51,9461.15,10725.63,11395.85,11984.30,12604.29,13224.28,13844.26,14464.25,15084.24
,n_pertence,caatinga,138.016,6232,32.00,993.59,1066.83,1142.59,1308.59,1527.65,1611.03,1659.47,1848.10,1962.58,247.08,2083.59,3920.09,5756.60,7593.11,9429.62
,n_pertence,caatinga_cerrado,836.586,15661,32.00,1922.40,2146.92,2322.29,2583.57,2993.07,3258.88,3409.99,3864.03,4158.07,4411.31,4584.35,4757.38,4930.42,5103.45,5276.48
,pertence,mata_atlantica,591.312,12963,32.00,1085.40,1411.31,1580.87,1872.43,2336.08,2568.39,2706.10,3062.39,3323.80,3216.15,3238.37,3260.59,3282.82,3305.04,3327.26
,n_pertence,mata_atlantica,860.223,27006,32.00,3624.07,4064.24,4302.94,4840.83,5515.21,5952.08,6194.01,6794.11,7309.36,7557.15,7811.24,8065.34,8319.43,8573.52,8827.61
,pertence,mata_atlantica,1588.555,157639,32.00,59545.92,65112.46,68949.91,75463.20,85921.73,85376.76,87305.82,96251.12,100520.75,103166.41,106095.64,109024.88,111954.11,114883.35,117812.58
,n_pertence,caatinga_mata_atlantica,1082.283,40720,32.00,5140.75,5631.74,6361.40,7095.69,8247.46,9018.27,9173.82,10336.11,10992.14,11167.82,11349.56,11531.31,11713.05,11894.79,12076.54
,n_pertence,caatinga_mata_atlantica,372.565,14229,32.00,1277.46,1478.78,1659.91,1888.67,2231.49,2376.54,2472.80,2763.19,2943.44,3021.02,3112.82,3204.63,3296.43,3388.23,3480.04
,n_pertence,mata_atlantica,280.454,45969,32.00,10868.96,11249.07,12732.49,14529.28,15874.30,16752.94,17151.97,18874.12,19685.17,20149.04,20499.21,20849.39,21199.57,21549.74,21899.92
,n_pertence,caatinga,3105.281,59281,32.00,8354.69,9109.23,10003.06,11391.28,13282.38,14764.81,15609.62,17599.58,19237.06,19681.81,20173.74,20665.66,21157.58,21649.50,22141.43
,n_pertence,caatinga,1055.760,9954,32.00,1635.48,1807.53,1945.07,2178.84,2449.78,2627.05,2828.48,3138.23,3399.20,3505.18,3627.95,3750.72,3873.49,3996.26,4119.03
,n_pertence,caatinga_mata_atlantica,459.047,7295,32.00,894.67,977.05,1100.63,1246.95,1460.29,1517.81,1533.63,1651.82,1789.79,1835.71,1911.17,1986.62,2062.07,2137.52,2212.98
,n_pertence,caatinga,1708.115,7874,32.00,1566.53,1700.53,1856.45,1990.26,2315.19,2500.16,2577.58,2901.72,3068.82,3222.64,3279.97,3337.29,3394.62,3451.94,3509.27
,n_pertence,caatinga,991.822,25728,32.00,2718.97,3190.04,3485.28,3878.00,4646.41,5000.53,5480.72,6187.52,6827.75,7101.21,7472.11,7843.01,8213.91,8584.81,8955.71
,n_pertence,caatinga_mata_atlantica,267.880,29305,32.00,3493.82,3864.01,4350.41,4995.95,5742.54,6199.42,6296.25,6958.97,7626.49,8033.89,8543.89,9053.88,9563.87,10073.87,10583.86
,n_pertence,caatinga,319.174,74050,32.00,17030.62,17711.78,19048.75,21017.99,23485.44,25146.54,26953.53,30646.36,32907.01,34665.03,36753.91,38842.79,40931.68,43020.56,45109.44
,n_pertence,mata_atlantica,924.914,30901,32.00,5732.04,6291.19,7019.80,7999.21,9074.35,9322.16,9458.13,10737.75,11583.18,12545.40,13259.39,13973.38,14687.37,15401.36,16115.34
,n_pertence,caatinga,2386.390,64795,32.00,13285.69,14018.09,15121.15,16855.77,18920.02,20168.65,21371.88,24122.09,25789.51,27382.85,28344.34,29305.84,30267.33,31228.82,32190.31
,n_pertence,mata_atlantica,401.028,214123,32.00,77662.78,80763.12,87869.38,95585.37,102765.30,104288.38,106332.84,115468.92,119555.17,122078.26,124245.77,126413.27,128580.77,130748.28,132915.78
,pertence,mata_atlantica,726.265,29051,32.00,4563.07,4708.81,5155.96,6098.98,6873.14,7303.23,7394.33,8083.29,9059.17,9366.75,9950.92,10535.08,11119.25,11703.42,12287.58
,n_pertence,caatinga,1331.822,16164,32.00,1838.83,1987.90,2107.69,2385.96,2881.81,3134.53,3237.25,3660.27,3836.80,4001.81,4191.02,4380.23,4569.44,4758.65,4947.87
,n_pertence,mata_atlantica,310.621,12140,32.00,1865.24,1905.59,2108.47,2370.93,2682.56,2879.48,2988.34,3328.61,3554.28,3756.69,3906.06,4055.42,4204.79,4354.15,4503.52
,n_pertence,mata_atlantica,810.993,14331,32.00,2232.53,2367.34,2779.64,3231.88,3398.30,3704.12,3958.45,4570.19,5000.60,5153.38,5377.20,5601.02,5824.84,6048.66,6272.48
,n_pertence,mata_atlantica,876.800,6784,32.00,1389.98,1438.81,1581.52,1844.19,1869.64,1949.42,2044.30,2284.88,2342.45,2537.54,2695.89,2854.24,3012.58,3170.93,3329.28
,n_pertence,caatinga,4310.238,14650,32.00,1195.93,1305.11,1460.90,1693.90,2047.92,2380.43,2723.05,3027.35,3187.85,3475.66,3638.11,3800.56,3963.00,4125.45,4287.89
,n_pertence,mata_atlantica,1225.287,6515,32.00,1227.74,1237.05,1285.30,1435.90,1615.58,1644.78,1669.59,1833.91,1923.93,1963.55,2029.27,2095.00,2160.72,2226.44,2292.16
,n_pertence,mata_atlantica,270.752,20309,32.00,4487.61,4638.74,5099.73,5605.69,6124.65,6400.76,6494.21,7231.01,7412.05,7929.61,8087.86,8246.10,8404.35,8562.59,8720.84
,n_pertence,mata_atlantica,2360.584,64423,32.00,14762.53,15750.45,16450.70,19267.92,20875.15,21323.46,21440.54,23887.41,25571.39,26553.29,27490.71,28428.13,29365.56,30302.98,31240.40
,n_pertence,mata_atlantica,143.479,7971,32.00,1305.92,1286.41,1366.50,1535.72,1790.29,1917.76,2012.11,2102.31,2275.42,2302.76,2415.52,2528.27,2641.03,2753.79,2866.55
,n_pertence,mata_atlantica,1534.575,22474,32.00,4233.10,4659.58,5152.05,5739.52,6533.07,7048.45,7356.11,8105.74,8512.22,8453.35,8661.08,8868.80,9076.52,9284.25,9491.97
,pertence,mata_atlantica,533.634,6433,32.00,842.88,924.99,1003.87,1133.26,1487.31,1448.95,1432.48,1578.75,1631.52,1911.23,1919.59,1927.96,1936.32,1944.69,1953.05
,n_pertence,mata_atlantica,1394.174,19231,32.00,4186.22,4713.98,4731.34,5203.61,5897.03,6008.58,6389.39,7085.62,7534.52,7851.28,8080.10,8308.91,8537.73,8766.55,8995.37
,pertence,mata_atlantica,121.373,22440,32.00,6646.03,7490.66,7967.30,8444.73,9412.20,9379.96,9509.30,10217.17,11017.18,11120.22,11816.08,12511.94,13207.80,13903.65,14599.51
,n_pertence,mata_atlantica,453.144,8300,32.00,1643.74,1752.07,1938.96,2221.61,2542.81,2635.28,2727.83,3066.17,3223.86,3360.28,3558.50,3756.72,3954.94,4153.16,4351.38
,n_pertence,mata_atlantica,1013.074,10173,32.00,2016.22,2005.70,2307.74,2564.09,2774.55,2826.28,2947.72,3267.98,3337.26,3467.68,3600.97,3734.26,3867.56,4000.85,4134.14
,n_pertence,mata_atlantica,1651.158,77408,32.00,18244.95,19973.85,21022.06,24090.14,26484.19,27748.18,28553.35,31123.00,32439.75,32879.43,33456.05,34032.66,34609.28,35185.90,35762.51
,n_pertence,caatinga_mata_atlantica,1557.685,36173,32.00,2930.27,3479.29,4076.41,4732.99,5914.47,6676.09,7083.31,7923.78,8601.35,8833.65,9210.84,9588.04,9965.23,10342.43,10719.62
,n_pertence,mata_atlantica,420.663,10284,32.00,1451.03,1484.41,1617.46,1823.91,1986.57,2085.15,2124.24,2312.47,2401.95,2451.90,2563.75,2675.60,2787.44,2899.29,3011.14
,n_pertence,mata_atlantica,344.093,8375,32.00,1158.92,1213.52,1345.23,1593.55,1838.17,1952.87,2047.00,2317.67,2494.07,2626.96,2680.34,2733.72,2787.11,2840.49,2893.87
,n_pertence,mata_atlantica,1674.029,19937,32.00,3235.48,3436.07,3701.27,4031.43,4571.34,4954.52,5146.73,5804.73,6166.75,6309.11,6463.95,6618.79,6773.63,6928.47,7083.31
,n_pertence,caatinga_mata_atlantica,547.510,14588,32.00,2282.66,2450.58,2784.03,3148.16,3762.56,4025.53,4411.33,4960.23,5488.17,5657.56,5851.75,6045.94,6240.14,6434.33,6628.52
,n_pertence,caatinga_mata_atlantica,322.243,12482,32.00,2485.87,2600.56,2833.44,3044.07,3422.19,3612.86,3575.77,3878.19,4080.07,4047.69,4088.20,4128.71,4169.22,4209.73,4250.24
,n_pertence,caatinga,1650.593,36140,32.00,3732.14,4184.97,4760.50,5609.61,6675.79,7374.97,7754.50,8573.13,9159.88,9606.08,10200.33,10794.58,11388.82,11983.07,12577.32
,n_pertence,mata_atlantica,313.839,20394,32.00,4079.15,4413.18,4687.19,5249.56,5957.99,6252.15,6387.11,6866.81,7039.68,7139.30,7465.87,7792.43,8119.00,8445.56,8772.13
,n_pertence,caatinga,1199.374,19095,32.00,2361.43,2649.45,2912.04,3381.22,4094.70,4420.16,4721.12,5354.28,5920.88,6023.40,6370.09,6716.79,7063.48,7410.18,7756.87
,pertence,mata_atlantica,415.428,28870,32.00,5044.43,5354.45,5894.78,6760.49,7698.18,8225.89,8670.38,9481.19,10167.72,10139.41,10463.04,10786.67,11110.30,11433.92,11757.55
,n_pertence,caatinga,1525.142,11038,32.00,1365.52,1441.72,1567.59,1732.96,1994.59,2204.28,2329.61,2594.08,2864.21,3060.10,3205.74,3351.37,3497.01,3642.64,3788.28
,n_pertence,caatinga_cerrado,9955.113,8176,32.00,983.35,1096.72,1345.37,1527.90,1865.76,2044.94,2169.98,2468.33,2776.23,3145.15,3342.62,3540.09,3737.55,3935.02,4132.49
,n_pertence,caatinga_cerrado,1332.420,14855,32.00,1648.15,1822.71,1986.97,2214.86,2678.85,2929.29,3218.22,3560.05,3766.08,3884.93,4045.96,4206.99,4368.02,4529.06,4690.09
,n_pertence,caatinga,2192.905,80749,32.00,19382.37,20187.91,22000.80,24502.89,26476.81,27953.18,29925.12,33026.49,35038.84,36277.86,37719.32,39160.77,40602.22,42043.68,43485.13
,n_pertence,caatinga_mata_atlantica,924.512,54913,32.00,9357.02,10100.08,11275.70,12509.65,13982.00,14870.84,15446.25,17222.75,18620.58,19097.71,19567.72,20037.74,20507.75,20977.77,21447.79
,n_pertence,caatinga,2466.009,33915,32.00,5813.91,6410.37,7135.06,7911.62,9151.23,9851.98,10364.28,11574.12,12351.23,12890.57,13146.25,13401.93,13657.61,13913.28,14168.96
,pertence,mata_atlantica,863.424,19162,32.00,1567.30,2360.46,2791.73,3269.96,3907.64,4140.04,3956.92,4420.50,4797.59,4859.60,4974.49,5089.37,5204.25,5319.13,5434.02
,pertence,mata_atlantica,640.772,10742,32.00,1371.16,1451.99,1578.92,1743.32,1860.60,2029.42,2227.88,2474.64,2668.25,1934.02,1934.02,1934.02,1934.02,1934.02,1934.02
,n_pertence,caatinga_mata_atlantica,2969.039,156277,32.00,44977.64,47211.39,50741.37,57327.73,63020.87,66296.91,69743.30,78851.13,85129.25,88395.52,91118.07,93840.63,96563.18,99285.74,102008.29
,n_pertence,caatinga,4267.488,40832,32.00,5135.25,5592.75,6243.63,7235.03,8247.85,9208.82,9918.11,11276.54,12471.15,13212.15,13818.65,14425.15,15031.65,15638.15,16244.65
,n_pertence,mata_atlantica,238.602,14576,32.00,1924.30,1970.94,2187.26,2593.35,2971.32,3087.00,3156.83,3518.35,3849.24,4000.57,4212.88,4425.19,4637.50,4849.81,5062.12
,n_pertence,mata_atlantica,262.050,10470,32.00,1948.72,1992.88,2272.59,2632.22,2945.84,3311.74,3452.56,3857.86,4062.31,4225.54,4356.92,4488.30,4619.67,4751.05,4882.43
,n_pertence,caatinga,913.258,25606,32.00,3747.22,3984.74,4292.86,4797.51,5497.57,5881.60,6225.93,6977.49,7430.31,7891.56,8424.08,8956.60,9489.12,10021.64,10554.16
,n_pertence,caatinga,6721.237,219544,32.00,51752.00,56604.54,60722.15,69000.01,78085.58,81247.43,87352.37,100836.11,108873.33,116641.66,124666.21,132690.75,140715.29,148739.83,156764.37
,n_pertence,mata_atlantica,1457.656,8856,32.00,809.83,898.78,973.20,1130.08,1396.62,1463.99,1644.60,1865.42,2082.55,2140.97,2335.83,2530.68,2725.53,2920.39,3115.24
,n_pertence,caatinga,1355.173,15241,32.00,2015.19,2245.21,2483.72,2757.71,3207.07,3411.36,3655.31,4180.90,4495.64,4785.17,5145.88,5506.59,5867.30,6228.01,6588.72
,n_pertence,mata_atlantica,329.190,5706,32.00,1147.68,1175.48,1258.08,1413.25,1584.86,1615.45,1614.43,1739.90,1881.31,1934.30,1998.90,2063.50,2128.11,2192.71,2257.31
,n_pertence,caatinga,589.763,5777,32.00,1468.08,1558.08,1664.46,1807.91,1960.38,2057.73,2104.81,2279.78,2481.37,2522.23,2607.68,2693.13,2778.58,2864.02,2949.47
,n_pertence,caatinga_mata_atlantica,498.110,3663,32.00,550.76,570.02,659.12,738.91,861.63,946.19,1010.55,1120.09,1197.72,1261.47,1331.17,1400.87,1470.57,1540.27,1609.97
,n_pertence,caatinga_cerrado,912.222,15870,32.00,1081.03,1214.80,1320.27,1471.43,1735.01,1910.36,2000.40,2296.75,2550.25,2698.79,2749.05,2799.32,2849.58,2899.84,2950.11
,n_pertence,mata_atlantica,449.834,24214,32.00,3049.37,3326.93,3660.07,4188.27,4978.98,5283.24,5264.20,5864.80,6479.20,6631.50,6916.10,7200.70,7485.31,7769.91,8054.52
,n_pertence,mata_atlantica,624.353,3993,32.00,912.51,1052.50,1129.64,1192.62,1382.49,1456.57,1579.19,1736.66,1835.25,1983.38,1968.33,1953.28,1938.24,1923.19,1908.15
,n_pertence,caatinga,846.728,3735,32.00,371.21,406.34,444.37,508.55,598.48,657.04,735.85,844.50,824.79,885.64,929.03,972.43,1015.82,1059.21,1102.60
