,sistema_costeiro,bioma,area,populacao,temp_media,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,n_pertence,caatinga_mata_atlantica,382.937,8591,32.00,1107.91,1187.12,1291.77,1505.08,1689.84,1804.37,1888.98,2078.50,2247.42,2342.24,2441.38,2540.51,2639.65,2738.78,2837.92
,n_pertence,caatinga,189.257,8078,32.00,745.05,793.60,892.78,1049.85,1242.94,1355.77,1458.01,1623.89,1772.87,1833.97,1897.02,1960.08,2023.14,2086.19,2149.25
,n_pertence,caatinga,642.882,27323,32.00,4298.63,4706.39,4999.81,5544.52,6347.33,6729.55,7076.01,7725.31,8292.91,8676.64,9001.63,9326.61,9651.60,9976.58,10301.56
,pertence,mata_atlantica,58.043,204669,32.00,79297.40,92168.60,102192.34,117380.96,127256.35,133619.70,136147.11,157527.12,169026.69,175561.03,182631.77,189702.51,196773.25,203843.99,210914.73
,n_pertence,caatinga,1283.328,11586,32.00,1919.46,2019.98,2228.11,2466.56,2808.49,2942.10,3123.64,3508.09,3748.33,4034.64,4357.63,4680.61,5003.60,5326.58,5649.57
,n_pertence,caatinga_cerrado,856.626,12357,32.00,2054.02,2195.66,2368.16,2611.43,2967.99,3203.95,3315.43,3684.99,4022.59,4101.73,4317.86,4534.00,4750.14,4966.28,5182.42
,n_pertence,caatinga_cerrado,1952.510,46372,32.00,7936.51,8431.04,8966.27,10051.54,11700.13,12431.05,13231.63,15275.81,16885.63,17537.62,18324.95,19112.27,19899.60,20686.92,21474.25
,n_pertence,cerrado,4036.094,92671,32.00,15622.24,18463.87,21592.41,25769.09,31141.07,35909.54,42495.52,51380.96,57372.07,61346.41,65005.78,68665.15,72324.52,75983.89,79643.27
,n_pertence,caatinga,701.171,11318,32.00,1431.48,1570.15,1744.56,1958.56,2261.69,2383.48,2442.53,2796.14,2978.86,3056.93,3199.66,3342.39,3485.13,3627.86,3770.59
,n_pertence,mata_atlantica,1210.106,19056,32.00,3051.40,3170.80,3449.19,3884.55,4427.72,4770.61,5029.62,5625.43,5980.06,5945.76,6147.34,6348.92,6550.50,6752.08,6953.66
,n_pertence,caatinga_cerrado,2459.102,50481,32.00,5233.15,5978.65,6622.75,7529.76,8984.26,9825.92,10720.41,12213.16,13010.36,13407.46,14050.98,14694.50,15338.03,15981.55,16625.07
,n_pertence,caatinga,2545.856,7752,32.00,732.24,887.50,909.95,1115.70,1342.44,1476.56,1576.61,1775.82,1910.42,2019.54,2106.83,2194.13,2281.43,2368.72,2456.02
,pertence,mata_atlantica,32.201,21754,32.00,6205.34,6917.60,7705.19,8898.77,9586.44,9943.89,10322.11,11354.93,11414.04,11694.21,12086.73,12479.24,12871.76,13264.27,13656.79
,n_pertence,caatinga,614.834,2386,32.00,742.26,830.21,1011.75,1086.70,1312.92,1491.05,1583.57,1780.91,1945.65,2009.99,2160.11,2310.24,2460.37,2610.50,2760.63
,n_pertence,mata_atlantica,588.297,10294,32.00,1595.37,1674.25,1918.45,2178.15,2472.16,2716.52,2793.02,3029.48,3257.49,3288.27,3450.19,3612.12,3774.04,3935.97,4097.89
,n_pertence,caatinga,906.680,18535,32.00,2961.04,3093.39,3389.88,3710.10,4291.33,4758.28,4975.71,5516.67,5808.28,5919.18,6017.84,6116.51,6215.17,6313.83,6412.50
,n_pertence,caatinga,1979.193,16875,32.00,1828.30,2076.11,2281.42,2534.77,2916.60,3161.84,3460.87,3942.66,4375.81,4629.60,4650.37,4671.14,4691.91,4712.68,4733.46
,n_pertence,caatinga,550.550,8326,32.00,930.14,1086.62,1187.30,1373.22,1637.88,1727.67,1728.78,1945.71,2149.20,2302.23,2404.15,2506.06,2607.98,2709.89,2811.81
,n_pertence,caatinga_mata_atlantica,2201.764,12944,32.00,1673.78,1896.97,2047.23,2407.36,2853.07,3219.69,3483.10,3904.44,4318.94,4653.32,5070.31,5487.30,5904.29,6321.28,6738.27
,n_pertence,caatinga_cerrado,3129.588,13822,32.00,1176.10,1344.49,1532.87,1696.42,1995.70,2171.58,2431.65,2792.01,2866.53,3100.15,3177.98,3255.80,3333.63,3411.45,3489.28
,n_pertence,caatinga_mata_atlantica,2413.270,19973,32.00,4202.42,4367.61,4935.52,5568.44,6246.79,7046.54,7201.77,8482.62,9788.15,9700.85,10088.90,10476.96,10865.02,11253.07,11641.13
,pertence,mata_atlantica,437.610,44902,32.00,7221.03,7812.63,8814.08,10672.61,11724.11,11931.40,12462.63,13125.66,13931.70,13534.54,12966.62,12398.69,11830.76,11262.84,10694.91
,pertence,mata_atlantica,848.885,20664,32.00,2849.89,3088.66,3661.95,4153.41,4857.46,5480.49,5937.09,6743.16,7870.89,8562.99,9772.31,10981.62,12190.94,13400.26,14609.57
,n_pertence,caatinga,1099.283,10357,32.00,1314.67,1448.31,1556.77,1777.55,2144.17,2293.79,2411.46,2751.88,2891.14,3028.42,3157.16,3285.89,3414.63,3543.36,3672.10
,n_pertence,mata_atlantica,742.689,13619,32.00,2092.69,2187.32,2351.06,2700.99,3326.00,3252.00,3265.79,3656.01,3851.56,3868.35,3952.07,4035.79,4119.51,4203.23,4286.95
,pertence,mata_atlantica,605.168,47643,32.00,11596.50,13415.23,15558.35,19089.42,21821.65,22457.68,23309.75,26742.86,29114.87,30294.32,31455.44,32616.56,33777.68,34938.79,36099.91
,n_pertence,caatinga_cerrado,773.278,12359,32.00,854.74,989.73,1082.97,1250.12,1630.32,1799.62,1976.64,2205.52,2444.00,2637.43,2756.82,2876.21,2995.60,3114.99,3234.38
,n_pertence,mata_atlantica,1311.739,22741,32.00,5358.22,6133.29,6157.41,6721.07,7338.06,7552.59,7869.60,8787.97,9288.81,9862.56,10379.63,10896.69,11413.76,11930.83,12447.89
,n_pertence,caatinga,1599.672,25771,32.00,4583.42,4971.88,5439.85,6075.80,6862.98,7298.08,7585.83,8206.85,8610.48,8873.46,9156.24,9439.02,9721.81,10004.59,10287.37
,n_pertence,caatinga_mata_atlantica,420.358,10838,32.00,1971.41,2199.77,2309.11,2574.11,2994.70,3069.35,3157.61,3478.81,3731.64,3841.95,3913.19,3984.43,4055.66,4126.90,4198.14
,n_pertence,caatinga,1751.778,18603,32.00,1954.72,2140.69,2339.11,2611.97,3043.68,3375.90,3592.55,3917.27,4178.76,4260.02,4393.62,4527.22,4660.82,4794.42,4928.01
,n_pertence,caatinga,1172.860,8264,32.00,702.19,889.82,1074.36,1330.93,1616.11,1771.22,1908.60,2228.58,2454.43,2644.80,2719.09,2793.38,2867.67,2941.96,3016.25
,n_pertence,caatinga,3034.197,49145,32.00,4254.80,4868.82,5677.97,6819.31,8576.68,9859.46,10360.76,11363.01,12452.13,12940.90,13518.47,14096.04,14673.61,15251.18,15828.75
,n_pertence,caatinga,2093.872,8476,32.00,1298.28,1535.46,1730.96,1879.70,2104.82,2147.78,2296.76,2582.44,2717.60,2791.52,2893.92,2996.33,3098.74,3201.14,3303.55
,n_pertence,caatinga,5744.969,35466,32.00,5412.61,5642.65,6003.29,6674.56,7573.47,8226.98,8609.66,9548.63,10362.27,10668.44,11172.87,11677.31,12181.75,12686.18,13190.62
,n_pertence,caatinga_cerrado,528.214,12063,32.00,1828.64,1945.05,2045.53,2210.72,2517.02,2736.23,2791.24,3055.04,3211.77,3312.34,3407.57,3502.80,3598.03,3693.26,3788.49
,n_pertence,caatinga,2462.153,8725,32.00,1887.90,2057.24,2306.96,2517.23,2914.36,3176.39,3352.67,3764.76,4120.34,4216.64,4484.07,4751.50,5018.94,5286.37,5553.80
,pertence,mata_atlantica,1787.626,42729,32.00,10678.27,12422.94,12314.97,13115.27,14844.95,15051.40,15794.09,17571.16,18884.18,19386.38,19500.81,19615.23,19729.66,19844.09,19958.52
,n_pertence,caatinga,646.621,10469,32.00,1426.22,1610.88,1721.04,1952.12,2361.05,2566.65,2702.18,2982.33,3304.67,3502.30,3757.59,4012.88,4268.17,4523.45,4778.74
,n_pertence,caatinga,1491.990,27153,32.00,3480.11,3625.08,3910.15,4292.28,4893.00,5207.59,5380.53,5772.60,5990.71,6065.61,6115.11,6164.61,6214.11,6263.61,6313.12
,n_pertence,mata_atlantica,104.540,7464,32.00,1265.94,1318.04,1410.88,1657.61,1816.70,1857.90,1905.99,2195.56,2330.87,2447.75,2532.48,2617.21,2701.94,2786.68,2871.41
,n_pertence,caatinga_cerrado,3852.111,11479,32.00,928.25,1154.41,1360.19,1576.25,1895.46,2049.34,2296.45,2603.95,2829.41,3041.31,3174.35,3307.40,3440.44,3573.49,3706.53
,n_pertence,mata_atlantica,86.311,29420,32.00,6535.05,7107.82,7627.74,8332.40,8998.38,9595.65,9622.37,10712.24,11428.31,11629.86,12068.29,12506.72,12945.15,13383.59,13822.02
,n_pertence,mata_atlantica,275.854,22340,32.00,3469.07,3622.05,3912.18,4388.45,5049.63,5359.89,5335.11,5864.46,6500.53,6709.86,7079.22,7448.58,7817.95,8187.31,8556.67
,pertence,mata_atlantica,278.629,28661,32.00,5887.65,6114.93,6743.60,7321.35,8202.82,8355.98,8480.94,9447.76,10057.04,10153.24,10213.99,10274.73,10335.47,10396.22,10456.96
,pertence,mata_atlantica,388.936,14156,32.00,1651.92,1793.03,1930.04,2320.39,2762.69,2920.26,3000.56,3410.88,3734.68,3772.83,3845.78,3918.74,3991.70,4064.65,4137.61
,n_pertence,caatinga,465.407,13197,32.00,1202.96,1407.47,1544.46,1798.09,2108.25,2324.65,2476.32,2836.97,3084.17,3317.17,3695.88,4074.58,4453.29,4832.00,5210.71
,n_pertence,mata_atlantica,804.617,16482,32.00,1929.31,2085.50,2397.94,2810.97,3284.38,3568.74,3701.17,4176.13,4581.55,4545.17,4608.09,4671.01,4733.92,4796.84,4859.76
,n_pertence,caatinga,346.784,7830,32.00,1267.54,1332.65,1509.73,1703.18,1914.97,2005.16,2110.73,2372.71,2551.15,2653.62,2828.99,3004.37,3179.74,3355.12,3530.50
,n_pertence,mata_atlantica,203.198,6518,32.00,723.83,760.25,849.49,1039.98,1162.62,1243.77,1324.20,1457.86,1623.70,1650.47,1704.65,1758.83,1813.01,1867.19,1921.37
,n_pertence,caatinga_mata_atlantica,475.381,8328,32.00,940.21,1010.49,1126.82,1337.47,1535.20,1587.17,1669.66,1802.53,1941.93,2012.83,2097.18,2181.53,2265.88,2350.23,2434.57
,n_pertence,caatinga,565.356,9126,32.00,1037.77,1115.44,1270.86,1442.59,1724.11,1859.14,1906.09,2141.29,2237.79,2322.60,2420.50,2518.40,2616.30,2714.21,2812.11
,n_pertence,caatinga,966.993,27047,32.00,3761.49,4022.44,4379.24,4917.17,5724.85,6114.50,6335.39,7025.89,7449.92,7659.05,7982.72,8306.38,8630.05,8953.72,9277.38
,pertence,mata_atlantica,1316.379,44170,32.00,10674.83,11838.79,12640.94,13874.93,15639.77,15821.45,16561.49,18377.18,19977.71,20718.26,21118.74,21519.22,21919.69,22320.17,22720.64
,n_pertence,caatinga,627.500,12653,32.00,1603.56,1863.59,2040.71,2178.88,2537.59,2834.07,3049.16,3337.92,3704.85,3784.42,3874.14,3963.86,4053.58,4143.30,4233.02
,n_pertence,caatinga,278.487,15445,32.00,1209.86,1280.55,1441.80,1674.28,1905.20,2104.43,2228.64,2493.18,2666.60,2754.48,2848.43,2942.38,3036.33,3130.29,3224.24
,n_pertence,caatinga,637.317,28373,32.00,3993.89,4242.66,4544.74,5100.20,5774.52,6097.53,6112.09,6907.70,7350.46,7475.30,7819.33,8163.36,8507.39,8851.42,9195.45
,n_pertence,caatinga_cerrado,3313.418,21797,32.00,2799.54,3106.66,3392.59,3800.93,4466.81,4826.87,5265.39,6066.61,6481.74,6774.42,7118.53,7462.64,7806.75,8150.86,8494.96
,n_pertence,mata_atlantica,156.982,8575,32.00,975.32,1050.97,1108.06,1265.29,1503.71,1650.32,1650.28,1808.26,1908.44,1946.27,2045.54,2144.80,2244.07,2343.33,2442.60
,n_pertence,caatinga,1544.988,17567,32.00,2465.54,2602.51,2853.27,3143.99,3901.94,4342.56,4613.94,5370.92,5801.84,6270.99,6655.07,7039.15,7423.23,7807.31,8191.39
,n_pertence,caatinga,2560.027,21840,32.00,1936.86,2163.93,2381.67,2747.06,3339.71,3809.11,4187.65,4725.20,5205.50,5643.52,6000.91,6358.29,6715.68,7073.07,7430.46
,n_pertence,caatinga,737.454,9123,32.00,1612.84,1806.13,1951.14,2207.39,2504.40,2773.46,2996.18,3473.19,3818.19,4106.87,4242.23,4377.59,4512.95,4648.32,4783.68
,n_pertence,caatinga_cerrado,1087.060,21777,32.00,3464.02,3789.92,4180.34,4618.86,5261.42,5621.05,6116.13,6811.52,7369.48,7665.17,7960.64,8256.11,8551.59,8847.06,9142.53
,n_pertence,caatinga_cerrado,2624.998,32274,32.00,2881.65,3562.77,3932.48,4428.59,5299.43,5755.16,6477.83,7424.15,7875.27,8117.34,8406.12,8694.90,8983.68,9272.46,9561.24
,n_pertence,caatinga,442.186,29124,32.00,3745.82,4176.31,4688.39,5268.81,6051.75,6549.47,6781.92,7409.56,7962.27,8246.59,8656.83,9067.07,9477.31,9887.56,10297.80
,n_pertence,mata_atlantica,626.306,9550,32.00,1562.36,1662.28,1758.01,1920.02,2074.88,2321.89,2477.33,2706.93,2835.04,2849.73,2932.53,3015.34,3098.15,3180.95,3263.76
,n_pertence,caatinga,1544.388,119213,32.00,32423.31,33106.12,35539.63,41711.05,44744.26,47271.94,50286.18,56440.99,60184.94,63232.21,65360.99,67489.77,69618.55,71747.33,73876.12
,n_pertence,caatinga,596.771,13535,32.00,1513.16,1675.28,1916.28,2266.21,2847.61,3130.39,3240.68,3654.72,3893.33,4014.98,4222.87,4430.76,4638.64,4846.53,5054.42
,n_pertence,mata_atlantica,158.488,7438,32.00,937.52,991.57,1085.92,1218.00,1358.07,1456.49,1425.41,1624.85,1753.47,1784.81,1874.39,1963.97,2053.56,2143.14,2232.73
,n_pertence,caatinga,889.572,16698,32.00,776.72,962.74,1149.18,1385.28,1724.47,1948.94,2119.10,2499.45,2809.37,2914.05,3099.27,3284.50,3469.72,3654.95,3840.17
,n_pertence,caatinga,1825.857,16854,32.00,2221.98,2494.42,2891.93,3303.70,3995.00,4435.19,4722.29,5302.76,5977.86,6167.32,6467.96,6768.61,7069.25,7369.89,7670.53
,n_pertence,caatinga_cerrado,11597.923,35295,32.00,2405.69,2604.55,2940.10,3224.14,3908.57,4397.82,5364.87,6046.56,6447.06,7142.38,7615.16,8087.93,8560.70,9033.47,9506.24
,n_pertence,caatinga_cerrado,628.468,16308,32.00,1384.68,1576.09,1719.86,2068.53,2396.26,2620.72,2790.87,3109.56,3513.51,3813.36,3940.95,4068.54,4196.13,4323.72,4451.31
,n_pertence,caatinga,495.845,20048,32.00,3352.31,3650.78,3787.28,4047.53,4855.51,5013.39,5067.52,5506.23,5841.99,5942.97,6261.80,6580.64,6899.47,7218.30,7537.13
,n_pertence,caatinga,647.144,10353,32.00,1218.56,1286.28,1458.58,1784.26,2103.56,2292.60,2457.25,2888.41,3093.34,3196.39,3370.41,3544.43,3718.45,3892.47,4066.48
,n_pertence,mata_atlantica,193.427,10050,32.00,803.39,845.92,972.39,1201.68,1441.42,1591.05,1722.52,1840.14,1979.72,2009.30,2055.66,2102.03,2148.39,2194.75,2241.12
,n_pertence,caatinga_cerrado_mata_atlantica,511.756,10253,32.00,1620.53,1782.76,1997.94,2134.10,2367.30,2602.90,2728.09,2989.50,3381.54,3491.25,3585.05,3678.85,3772.64,3866.44,3960.23
,n_pertence,caatinga,980.328,25162,32.00,3391.37,3633.99,3917.19,4341.62,5102.90,5263.51,5481.54,5894.27,6225.96,6484.28,6690.89,6897.49,7104.09,7310.69,7517.30
,n_pertence,caatinga_mata_atlantica,955.454,9415,32.00,895.44,1054.84,1189.86,1390.56,1616.70,1801.42,1903.06,2066.13,2306.67,2382.59,2493.16,2603.73,2714.30,2824.87,2935.44
,n_pertence,caatinga_mata_atlantica,769.000,26581,32.00,3771.55,3838.77,4359.93,4940.19,5535.41,6083.25,6462.97,7284.22,8024.66,7998.62,8259.34,8520.06,8780.78,9041.50,9302.22
,n_pertence,caatinga_mata_atlantica,937.269,46885,32.00,8695.94,9279.04,10136.76,11394.32,12842.09,13727.93,14142.98,15818.37,17243.55,17353.66,17484.63,17615.60,17746.57,17877.53,18008.50
,n_pertence,mata_atlantica,314.932,40401,32.00,9252.56,9838.24,10682.09,12163.55,13296.35,14177.19,14210.12,16002.93,16372.66,16221.26,16560.62,16899.98,17239.34,17578.70,17918.07
,n_pertence,caatinga,530.144,14729,32.00,2007.26,2199.62,2486.34,2894.05,3440.09,3814.07,4096.56,4525.27,4822.17,5023.88,5412.47,5801.07,6189.66,6578.25,6966.84
,pertence,mata_atlantica,2285.734,152529,32.00,48527.96,51154.80,55633.00,60839.36,68449.57,70676.37,73644.80,84215.36,92371.95,97541.95,104958.48,112375.01,119791.55,127208.08,134624.62
,n_pertence,mata_atlantica,1111.567,6623,32.00,1768.04,1843.45,2058.95,2272.56,2613.43,2662.49,2693.41,2970.27,3074.84,3120.74,3321.02,3521.29,3721.56,3921.84,4122.11
,pertence,mata_atlantica,1692.100,28214,32.00,6390.35,7083.81,7827.45,8573.63,10326.64,10297.65,10399.14,11800.56,12708.14,13663.74,14266.50,14869.25,15472.00,16074.76,16677.51
,n_pertence,caatinga,232.064,15180,32.00,2544.00,2727.21,2937.70,3252.53,3705.25,3985.53,4225.17,4612.20,4861.67,5153.78,5276.06,5398.34,5520.62,5642.90,5765.17
,n_pertence,caatinga,1208.549,12028,32.00,1167.16,1328.25,1492.03,1786.49,2063.15,2147.44,2247.77,2541.28,2865.46,3030.85,3184.10,3337.35,3490.60,3643.85,3797.10
,n_pertence,mata_atlantica,441.820,28272,32.00,2330.06,2772.84,3257.60,3760.85,4522.95,5204.06,5255.82,5980.80,6629.47,6760.97,7277.58,7794.20,8310.82,8827.44,9344.06
,n_pertence,caatinga,2011.060,25428,32.00,3498.28,3628.59,3972.42,4512.05,5387.21,5786.51,6218.65,6924.85,7424.99,7972.61,8515.70,9058.78,9601.87,10144.96,10688.05
,n_pertence,caatinga,1380.798,27672,32.00,2599.47,2792.33,3216.40,3687.62,4337.63,4910.51,5174.08,5889.03,6400.57,6691.31,6977.86,7264.42,7550.98,7837.53,8124.09
,n_pertence,caatinga,366.387,8939,32.00,1174.24,1282.81,1522.38,1790.97,2100.12,2223.29,2372.23,2603.23,2744.66,2875.31,2935.35,2995.39,3055.42,3115.46,3175.50
,n_pertence,caatinga_mata_atlantica,1090.552,22643,32.00,2123.25,2715.33,3166.62,3808.86,4662.37,4971.98,5063.00,5530.48,5926.28,6021.75,6339.77,6657.80,6975.82,7293.84,7611.86
,n_pertence,caatinga,4573.505,41324,32.00,5187.38,5902.57,6233.18,6876.82,7944.02,8271.90,9285.73,10443.28,11164.28,12078.91,12394.61,12710.30,13026.00,13341.69,13657.39
,n_pertence,caatinga,242.329,14588,32.00,2028.58,2204.27,2383.17,2899.70,3070.97,3318.88,3473.35,3843.43,4150.44,4339.11,4532.62,4726.13,4919.64,5113.15,5306.66
,n_pertence,caatinga_cerrado,5977.931,22330,32.00,3028.30,3413.61,3904.93,4307.97,4955.65,5180.08,5598.86,6355.70,6731.08,7063.39,7367.62,7671.85,7976.08,8280.32,8584.55
,n_pertence,caatinga_mata_atlantica,1155.418,33498,32.00,5433.81,5769.47,6462.72,7273.62,8304.05,9192.23,9511.12,10511.36,11323.56,11813.96,12340.24,12866.51,13392.78,13919.05,14445.32
,n_pertence,caatinga_cerrado,3183.911,35757,32.00,3772.53,4253.11,4493.16,5057.04,6007.03,6382.53,6921.23,8043.46,8706.16,9147.81,9571.99,9996.17,10420.34,10844.52,11268.70
,n_pertence,caatinga,644.229,14631,32.00,1636.29,1852.88,2028.89,2289.84,2702.26,2944.73,3021.71,3378.58,3609.85,3677.03,3894.40,4111.77,4329.14,4546.51,4763.88
,n_pertence,caatinga,1252.144,54097,32.00,9610.47,10130.16,10951.84,12379.11,13894.35,15273.98,15872.53,17838.14,19257.97,20268.52,21514.50,22760.49,24006.47,25252.46,26498.44
,n_pertence,mata_atlantica,1363.700,4896,32.00,1078.73,1156.78,1360.92,1514.58,1697.25,1813.35,1887.61,2067.68,2201.70,2153.57,2214.68,2275.79,2336.90,2398.01,2459.12
,n_pertence,caatinga,1115.252,12878,32.00,2587.22,2854.07,2977.31,3170.86,3565.74,3693.01,3799.87,4256.51,4723.09,4827.23,4945.39,5063.55,5181.70,5299.86,5418.02
,n_pertence,caatinga,777.903,15521,32.00,1846.05,2029.25,2212.78,2501.72,2961.71,3196.74,3268.61,3638.42,3973.04,4186.82,4290.79,4394.76,4498.72,4602.69,4706.66
,n_pertence,caatinga,656.223,11672,32.00,1741.90,1967.14,1960.08,2211.33,2555.01,2820.49,2966.14,3364.14,3642.16,3726.81,3868.90,4010.99,4153.08,4295.17,4437.26
,n_pertence,caatinga_mata_atlantica,739.775,41209,32.00,5825.67,6221.02,6941.68,7656.88,8057.18,8641.33,9085.13,9860.37,10414.10,3.72,4.46,5.20,5.94,6.68,7.42
,n_pertence,caatinga,2207.159,9548,32.00,1560.25,1706.62,1826.59,2122.80,2429.57,2565.61,2643.34,3141.80,3483.35,3832.98,4288.80,4744.61,5200.43,5656.24,6112.06
,n_pertence,caatinga,1991.772,30900,32.00,4935.56,5270.12,5855.67,6564.70,7378.86,7805.30,8220.86,9262.90,9697.03,9943.93,10205.60,10467.27,10728.94,10990.61,11252.28
,pertence,mata_atlantica,150.569,16047,32.00,3298.39,3221.74,3826.72,4364.09,5107.71,5403.28,5726.47,6809.17,7583.14,7399.13,7473.42,7547.72,7622.01,7696.30,7770.60
,pertence,mata_atlantica,693.453,2900319,32.00,1176844.07,1297433.87,1403244.45,1512089.90,1642171.77,1627990.77,1593233.51,1744060.15,1803802.37,1784742.81,1792815.35,1800887.88,1808960.41,1817032.94,1825105.47
,n_pertence,caatinga_mata_atlantica,347.021,20971,32.00,2745.33,3057.74,3305.77,3930.21,4429.75,4835.85,5172.68,5884.34,6261.93,6420.83,6657.19,6893.56,7129.92,7366.29,7602.65
,n_pertence,caatinga,934.461,13917,32.00,1643.66,1812.85,2094.87,2398.17,2775.91,3078.68,3295.39,3759.18,4077.13,4269.08,4412.18,4555.29,4698.39,4841.49,4984.59
,pertence,mata_atlantica,1462.942,28058,32.00,6478.52,7173.06,8175.26,8675.63,10175.36,10163.55,10580.65,11673.94,12884.07,13497.24,14374.82,15252.39,16129.97,17007.54,17885.12
,n_pertence,mata_atlantica,284.083,6241,32.00,933.72,968.67,1071.40,1125.21,1302.92,1402.32,1441.53,1574.28,1636.39,1720.47,1762.21,1803.96,1845.71,1887.46,1929.21
,n_pertence,mata_atlantica,379.270,10583,32.00,1945.21,1982.13,2157.09,2424.98,2803.51,2831.18,2934.84,3269.59,3424.49,3485.41,3650.44,3815.47,3980.50,4145.53,4310.56
,pertence,mata_atlantica,1623.445,37704,32.00,5013.63,5309.38,5773.71,6591.68,7759.34,8460.22,9273.19,10858.59,11382.61,11635.44,11856.60,12077.76,12298.92,12520.08,12741.24
,n_pertence,caatinga_cerrado,824.473,12308,32.00,1743.50,1773.68,1873.09,2136.03,2510.83,2658.13,2759.24,3136.65,3355.49,3485.47,3597.77,3710.08,3822.39,3934.69,4047.00
,n_pertence,caatinga_cerrado,1984.910,39707,32.00,7468.36,8196.53,8437.97,9509.65,10827.59,11382.94,12248.89,13919.41,15062.41,15723.52,16390.74,17057.96,17725.19,18392.41,19059.63
,n_pertence,caatinga_mata_atlantica,1909.353,26792,32.00,4354.02,4889.73,5109.73,5560.61,6267.64,6631.15,7061.56,7909.67,8524.63,9025.29,9405.43,9785.57,10165.71,10545.85,10926.00
,n_pertence,caatinga,222.686,8987,32.00,897.31,1041.63,1171.87,1349.60,1633.37,1791.67,1853.69,2099.12,2241.16,2346.85,2449.74,2552.63,2655.52,2758.41,2861.30
,n_pertence,caatinga_cerrado,6030.491,28613,32.00,3354.44,3672.79,4243.83,4797.05,5773.44,6055.42,6782.14,7889.33,8588.81,9036.23,9608.72,10181.21,10753.69,11326.18,11898.67
,n_pertence,caatinga,719.257,10520,32.00,1181.07,1307.85,1437.21,1683.40,2052.21,2136.16,2362.62,2690.52,2955.69,3034.64,3236.60,3438.56,3640.53,3842.49,4044.45
,pertence,caatinga_mata_atlantica,494.502,60190,32.00,13986.61,14801.14,15898.48,17961.56,19061.02,19930.70,20711.39,23286.81,24510.99,24902.58,25276.77,25650.95,26025.13,26399.32,26773.50
,n_pertence,mata_atlantica,261.740,103204,32.00,25770.24,27195.48,29215.84,32136.53,36243.06,37958.30,40144.49,45470.88,49799.23,53051.07,55640.85,58230.63,60820.41,63410.19,65999.97
,n_pertence,caatinga_mata_atlantica,360.334,53666,32.00,8152.84,9049.93,10084.28,11286.55,12673.47,13523.48,14200.24,15942.02,17005.55,17415.14,18356.14,19297.14,20238.14,21179.14,22120.13
,n_pertence,cerrado,15156.712,34764,32.00,3384.30,3871.21,4530.72,5184.58,6229.56,6931.76,7682.49,8924.61,9939.91,10708.89,11304.22,11899.55,12494.88,13090.21,13685.55
,n_pertence,caatinga,289.963,9085,32.00,1454.60,1537.15,1649.44,1920.38,2140.25,2331.82,2465.00,2719.71,2964.03,3021.43,3153.07,3284.71,3416.35,3547.99,3679.63
,n_pertence,mata_atlantica,222.407,14784,32.00,3160.03,3369.00,3828.30,4227.17,4653.00,4927.33,5020.84,5622.57,5888.86,5935.99,6102.09,6268.19,6434.29,6600.39,6766.49
,n_pertence,mata_atlantica,103.226,15543,32.00,2495.54,2612.50,2832.22,3204.65,3434.81,3596.62,3563.82,3891.70,4077.32,4086.38,4205.48,4324.58,4443.67,4562.77,4681.87
,n_pertence,caatinga,1751.671,21083,32.00,2589.35,2833.16,3057.61,3483.36,3941.14,4315.13,4661.66,5312.63,5854.44,6308.60,6710.54,7112.48,7514.42,7916.36,8318.29
